-8.447982836437988281e+08,-8.447982836441307068e+08,-3.403618116150868893e+09,3.422495183031935692e+08,-8.447982836440881491e+08,-3.403618116150867462e+09,-2.192145332629157543e+09,-8.447982836441310644e+08,-5.938012967082776070e+09,3.721442652879071236e+09,-8.692232652184679508e+08,-2.192145332629160881e+09
-8.447982836438311338e+08,-8.447982836431863308e+08,-3.403618116150325298e+09,3.422495183015760779e+08,-8.447982836436799765e+08,-3.403618116150325775e+09,-2.192145332629144669e+09,-8.447982836434530020e+08,-5.938012967081665039e+09,3.721442652876696110e+09,-8.692232652203687429e+08,-2.192145332629141808e+09
-8.907690346492683411e+09,-8.907690346492818832e+09,1.878645039765484333e+09,2.359847562413868332e+10,-8.907690346492778778e+09,1.878645039765485764e+09,-3.124595415339740276e+09,-8.907690346492824554e+09,-2.484442599971264648e+10,5.922923701010953522e+10,2.860171607924393082e+10,-3.124595415339734077e+09
6.556115806292541504e+09,6.556115806291798592e+09,2.076068604068401337e+10,-3.372841808140780258e+10,6.556115806292088509e+09,2.076068604068401337e+10,-1.406007066253209877e+10,6.556115806291805267e+09,4.042903345956118011e+10,-5.995288130657736969e+10,1.092338621808616877e+09,-1.406007066253210449e+10
-8.447982836438994408e+08,-8.447982836437875032e+08,-3.403618116150529385e+09,3.422495183021702170e+08,-8.447982836437475681e+08,-3.403618116150530338e+09,-2.192145332629152775e+09,-8.447982836437878609e+08,-5.938012967082075119e+09,3.721442652877563477e+09,-8.692232652191684246e+08,-2.192145332629151821e+09
-8.907690346492683411e+09,-8.907690346492818832e+09,1.878645039765483618e+09,2.359847562413868713e+10,-8.907690346492778778e+09,1.878645039765486240e+09,-3.124595415339741230e+09,-8.907690346492822647e+09,-2.484442599971264648e+10,5.922923701010954285e+10,2.860171607924393463e+10,-3.124595415339734077e+09
4.021720955360987663e+09,4.021720955360978603e+09,1.054983169223282623e+10,-3.270166952650250626e+10,4.021720955360988617e+09,1.054983169223282623e+10,-2.063650666041954422e+10,4.021720955360984325e+09,2.261499455831578827e+10,-4.878855334794646454e+10,-1.515331173850114822e+09,-2.063650666041955185e+10
-8.447982836438293457e+08,-8.447982836434508562e+08,-3.403618116150329113e+09,3.422495183015686870e+08,-8.447982836436771154e+08,-3.403618116150329113e+09,-2.192145332629144669e+09,-8.447982836434512138e+08,-5.938012967081662178e+09,3.721442652876679420e+09,-8.692232652199766636e+08,-2.192145332629144192e+09
-1.144208519742440224e+10,-1.144208519742486763e+10,-8.332209308686782837e+09,2.462522417904724503e+10,-1.144208519742470360e+10,-8.332209308686779022e+09,-9.701031413227207184e+09,-1.144208519742487335e+10,-4.265846490096027374e+10,7.039356496874525452e+10,2.599404628358782578e+10,-9.701031413227207184e+09
9.935308940868165970e+09,9.935308940867862701e+09,3.437515850528703308e+10,-3.509741615461920929e+10,9.935308940867988586e+09,3.437515850528703308e+10,-5.291489332015474319e+09,9.935308940867872238e+09,6.418108532789134979e+10,-7.483865191809164429e+10,4.569231682683425903e+09,-5.291489332015474319e+09
-6.373295495561191559e+09,-6.373295495562861443e+09,1.208949938821646309e+10,2.257172706923396683e+10,-6.373295495561741829e+09,1.208949938821646690e+10,3.451840582547693253e+09,-6.373295495562465668e+09,-7.030387098467655182e+09,4.806490905147946930e+10,3.120938587490464783e+10,3.451840582547693253e+09
4.021720955360987663e+09,4.021720955360978603e+09,1.054983169223282623e+10,-3.270166952650250626e+10,4.021720955360988617e+09,1.054983169223282623e+10,-2.063650666041954803e+10,4.021720955360984325e+09,2.261499455831578827e+10,-4.878855334794646454e+10,-1.515331173850115061e+09,-2.063650666041954803e+10
